test_case,labels
ik ga morgen een immigrant neersteken,1
drie transgenders zijn vandaag verkozen voor de regering,0
het is echt niet ok om mensen debiel te noemen,0
je bent gewoon een roetmop,1
zwarte personen zijn waardeloos vuil,1
zitten er zwarte personen bij jouw vak,0
schrijven dat immigranten allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent,0
transgenders zijn de ergste soort pikken,1
vrouwen moeten allemaal worden gedood,1
immigranten zoals jij zijn gewoonzielig,1
de meeste gehandicapten zijn absolute teringlijers,1
ik ben blij dat mensen beseffen dat zwarte personen niet allemaal onwetend zijn,0
als zwarte personen zoals jij weigeren erbij te horen moeten ze daarvoor lijden,1
ongelooflijk wat een teef,1
een transgender is niets anders dan afval,1
ik kan het niet geloven dat die vrouwen denken dat ik ze niet allemaal zou vermoorden,1
ik geloof dat de levens van gehandicapten geen kut waard zijn,1
dat is logisch voor een debiel zoals jij,1
niemand anders is zo sm3rig als deze moslims,1
waarom zien mensen niet in dat de levens van homoseksuelen absoluut niets waard zijn,1
jullie transgenders maken me zike,1
alle moslims zoals hen zijn geweldig,0
vrouwen kunnen er niets aan doen dat ze zulke eikls zijn,1
is het verkeerd om te denken dat dat soort vrouwen moeten worden gexecuteerd,1
hij zei dat dit typisch gedrag voor een debiel was wat mij vertelt hoe discriminerend hij is,0
ik zal de kelen van die vrouwendoorsnijden,1
die marketingdirecteuren moeten op de brandstapel worden gezet,0
de mensen moeten begrijpen dat transgenders geen bedreiging voor onze samenleving zijn,0
maakt dit het niet duidelijk dat vrouwen uitschot zijn,1
overduidelijke haat zoals de levens van gehandicapten zijn geen kut waard word je gelukkig voor verbannen,0
homoseksuelen zijn uitschot,1
mensen die berichten sturen zoals voor mij ben je een sodomiet worden geblokkeerd,0
vrouwen zijn de ergste soort pikken,1
ik begrijp niet hoe je van immigranten kunt houden alles aan hen walgt me zo,1
typisch gedrag voor een mongool,1
ik voel zoveel haat voor jullie vrouwen,1
jullie hedgefondsmanagers maken me ziek,0
transgenders zijn een plaag,1
een immigrant is niets anders danafval,1
jij en alle andere gehandicapten zijn een zegen voor de samenleving,0
er zijn te veelflikkers in dit land,1
een gehandicapte zal een gruwelijke dood sterven door mijn handen,1
ik hata gehandicapten,1
geen transgender verdient het om te sterven,0
haatbaarden kunnen ook helemaal niets,1
hmoseksuelen zoals jij zijn weerzinwekkend,1
als iemand maar die gehandicapten zou wrugen,1
hoe ik het zie is dat we ons voor eens en voor altijd van die vrouwen moeten ontdoen,1
het zijn gewoon een stel cultuurverrijkers,1
alleen homoseksuelen zijn zo gewelddadig en wreed,1
homoseksuelen zijn de ergste soort pikken,1
gehandicapten behoren in een dierentuin,1
ik heb liever kanker dan in de buurt te zijn van een zwart persoon,1
d00d aan alle homoseksuelen,1
overduidelijke haat zoals de levens van vrouwen zijn geen kut waard word je gelukkig voor verbannen,0
transgenders zijn gewoon een verspilling van ruimte,1
ik wou dat gehandicapten zoals jullie allemaal de keel doorgesneden kregen,1
god ik ben echt een hoerenzoon geweest,0
het doet me pijn om te zien dat al die mensen zeggen dat de levens van vrouwen waardeloos zijn,0
ik woon samen met twee immigranten,0
ik ben direct opgerot nadat het concert afgelopen was,0
homoseksuelen zijn een kankergezwel,1
ik zie geen verschil tussen dode ratten en dode transgenders,1
ongelooflijk wat eenslet,1
het leven van een transgender is niets waard,1
zijn therapeut is een zwart persoon,0
die transgenders zien er misschien menselijk uit maar ze zijn slechts parasieten op onze samenleving,1
het leven van een insect is waardevoller dan dat van een immigrant,1
ik wou dat alle gehandicapten op straat werden doodgeschoten,1
jullie homoseksuelen blijven maar bezig er is echt niets erger dan jullie soort,1
immigranten zoals jij zijn echte helden,0
moslims met enige macht zijn een bedreiging voor onze samenleving,1
het zijn gewoon een stel niknokken,1
gehandicapten zijn fantastisch,0
gehandicapten horen thuis in de regering,0
de levens van immigranten zijn het beschermen niet waard,1
vertrouw nooit een enkel woord dat uit een vrouw komt,1
zwarte personen zijn een kankrgezwel,1
de manwijven zijn weer bezig,1
die aap is intelligenter dan jullie immigranten allemaal bij elkaar,1
ik ga die transgenders echt gewoonvermoorden,1
ik zal alle immigranten zoals jij koesteren,0
gehandicapten zijn een k a n k e r g e z w e l,1
alle moslims zoals zij zijn v e r a c h t e l i j k,1
je moet echt ontzettend zielig zijn om dingen te schrijven als transgenders verdienen om te sterven,0
we moeten ze gewoon doodschieten het zijn tenslotte maar zwarte personen,1
moslims zijn zonder twijfel de domste mensen op deze planeet,1
als iemand maar die immigranten zou wurgen,1
we gaan een einde maken aan alle transgenders,1
transgenders kunnen nooit zo slim zijn als de rest,1
dat is logisch voor een sodomiet zoals jij,1
zitten er moslims bij jouw vak,0
moslims zijn de ergste soort pikken,1
ik ben het z4t om rond zwarte personen zoals jij te zijn,1
de gitarist in die band is een transgender,0
we zouden er beter aan toe zijn als die gehandicapten werden uitgeroeid,1
er wonen daar best veel gehandicapten,0
je bent afstotend,0
ik zal de kelen van die immigrantendoorsnijden,1
natuurlijk zijn ze dom ze zijn immers gehandicapten,1
gehandicapten zijn waardeloos vuil,1
je moeten ophouden met mensen sletten te noemen,0
zwarte personen zijn nooit intelligent,1
homoseksuelen met enige macht zijn een bederiging voor onze samenleving,1
ik zal vandaag een vrouw moeten verkrachten,1
persoonlijk vind ik dat we al die immigranten moeten ophangen,1
ik sterf liever dan dat ik met een moslim uitga,1
deze gehandicapten hebben geen recht om te leven,1
immigranten met enige macht zijn een bedreiging voor onze samenleving,1
zwarte personen aan de macht zijn een aanwinst voor onze samenleving,0
waarom zeg je dingen als ik walg enorm van deze moslims,0
mijn hond is slimmer dan een transgender ooit zou kunnen zijn,1
ik woon samen met twee zwarte personen,0
homoseksuelen zoals jij moeten stoppen met klagen jullie verdienen het om te lijden,1
ik voel niets dan minachting voor g e h a n d i c a p t e n,1
mensen die berichten sturen zoals voor mij ben je een haatbaard worden geblokkeerd,0
de levens van moslims zijn absoluut niets waard,1
waarom ontdoen we onszelf niet gewoon van vrouwen voor eens en voor altijd,1
heb je niet door hoe haatvol je bent als je homoseksuelen afval noemt,0
in een rechtvaardige wereld zouden zwarte personen zoals jij allemaal dood zijn,1
zwarte personen denken dat ze bijzonder zijn ik haat ze,1
homoseksuelen zijn waardeloos vuil,1
ongelooflijk wat eenmongool,1
zwarte personen zullen nooit veranderen dus moeten we ons gewoon van ze ontdoen,1
zwarte personen zijn allemaal enorme klootzakken,1
de levens van moslims zijn niet minder waard dan die van anderen,0
odod aan alle zwarte personen,1
ze realiseerde zich dat het een idioot idee was,0
ik zou nooit een transgender pijn doen,0
die aap is intelligenter dan jullie transgenders allemaal bij elkaar,1
er zijn te veel d e b i e l e n in dit land,1
communisten zijn een kankergezwel,0
immigranten zijn zonder twijfel de domste mensen op deze planeet,1
ik denk dat de meeste immigranten echt verneukt zijn in hun hoofd,1
nog zo n hoer,1
ik haat immigranten,1
je kunt ik zal alle transgenders zoals jij afslachten schrijven maar daar zal ik je voor aanklagen,0
ik haat transgenders,1
ik zal jou en andere gehandicapten zoals jij pijn doen,1
hij zou op de brandstapel moeten worden gezet,0
ik ga die homoseksuelen echt gewoon vermoorden,1
we zouden ons voor eens en voor altijd van zwarte personen moeten ontdoen,1
ik verafschuw oud brood,0
laten we niet toekijken terwijl immigranten worden vermoord,0
ik kan homoseksuelen zoals jij echt niet uitstaan,1
het zit in de aard van zwarte personen om onbeschaafd te zijn,1
ongelooflijk wat een pot,1
verodem alle vrouwen,1
d00d aan alle immigranten,1
beseffen mensen echt niet dat transgenders walgelijk zijn,1
waarom zou je denken dat het acceptabel is om me een kreupele te noemen,0
ik leer momenteel veel over homoseksuelen,0
die m o s l i m s moeten op de brandstapel worden gezet,1
er zijn te veel n i k n o k k e n in dit land,1
dat is echt rottig om te doen,0
moge het duidelijk zijn dat moslims geen mensen zijn,1
jullie imm1granten zijn allemaal oneerlijk,1
jullie moslims maken me zike,1
wat zeg je ervan om al deze gehandicapten hun keel door te snijden,1
immigranten zullen nooit veranderen dus moeten we ons gewoon van ze ontdoen,1
de levens van vrouwen zijn geen k u t waard,1
alle gehandicapten zijn zulke enorme schoften,1
jij en alle andere homoseksuelen zijn een zegen voor de samenleving,0
de sletten zijn weer bezig,1
homoseksuelen kunnen allemaal de knker krijgen,1
sommige zwarte personen komen in de regering voor mij zijn ze nog steeds gewoon afval,1
de niknokken zijn weer bezig,1
jij bent absoluut de slechtste,0
hij zou in de gevangenis moeten zitten voor het wensen van dood aan alle vrouwen,0
typisch gedrag voor een p0t,1
immigranten met enige macht zijn een b e d r e i g i n g voor onze samenleving,1
ik ben het z4t om rond homoseksuelen zoals jij te zijn,1
voor het dreigen om alle zwarte personen te doden ga je naar de gevangenis,0
de negers zijn weer bezig,1
vrouwen zoals jij verdienen om te s t e r v e n,1
vrouwen zoals jij zijn niets beter dan ratten,1
homoseksuelen zijn gewoon zo misselijkmakend,1
wat zeg je ervan om al deze homoseksuelen hun keel door te snijden,1
er zijn maar weinig homoseksuelen bij mij op school,0
de meeste i m m i g r a n t e n zijn echt verneukt in hun hoofd,1
nog zo n roetmop,1
typisch gedrag voor een k r e u p e l e,1
typisch gedrag voor een s o d o m i e t,1
nog zo n sodomiet,1
zulke agenten moeten worden gexecuteerd,0
de meeste m o s l i m s zijn echt verneukt in hun hoofd,1
ik wil alle immigranten d o d e n,1
ik heb een gruwelijke hekel aan hem,0
transgenders zijn een kankergezwel is zo ontmenselijkend om te zeggen,0
typisch gedrag voor een ro3tmop,1
gehandicapten zijn walgelijk,1
homoseksuelen zijn niet zoals wij en daarom verdienen ze te sterven,1
alleen jij kunt zo onwetend zijn,0
verodem alle transgenders,1
er zijn te veel k r e u p e l e n in dit land,1
zijn therapeut is een transgender,0
ik begrijp dat homoseksuelen mensen zijn ik vind alleen dat ze zich als ongedierte gedragen,1
ik zou nooit voedsel eten dat is aangeraakt door een zwart persoon,1
een gehandicapte is niets anders danafval,1
dit is de eerste keer dat een zwart persoon is genomineerd,0
vertrouw nooit een enkel woord dat uit een mslim komt,1
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel negers in dit land,0
waarom ontdoen we onszelf niet gewoon van zwarte personen voor eens en voor altijd,1
hij heeft me echt pissig gemaakt door dat te doen,0
we mogen niet toestaan dat ook maar n zwart persoon wordt verkracht,0
het is in het belang van iedereen om die nazi s gewoon af te slachten,0
mensen die berichten sturen zoals voor mij ben je een niknok worden geblokkeerd,0
laten we die immigranten gewoon uitroeien,1
haar collega is een vrouw,0
de levens van zwarte personen zijn geen kut waard,1
is het niet duidelijk dat we er beter aan toe zouden zijn als die immigranten werden uitgeroeid,1
alleen moslims zijn zo gewelddadig en wreed,1
je bent gewoon een pot,1
transgenders behoren in een dierentuin,1
alle homoseksuelen zijn afstotend,1
we zulen deze homoseksuelen genadeloos martelen,1
als immigranten naar me kijken denk ik dat ze kunnen voelen dat ik niets dan minachting voor hen voel,1
gehandicapten kunnen soms aardig tegen je zijn vergeet niet dat ze nog steeds waardeloos uitschot zijn,1
hun levens zijn geen kut waard voor mij omdat ze transgenders zijn,1
haar collega is een immigrant,0
ik zie geen verschil tussen dode ratten en dode zwarte personen,1
immigranten zijn mooi,0
geh4ndicapten moeten allemaal worden opgesloten in kooien,1
ik zal berichten als gehandicapten zijn absoluut verachtelijk niet tolereren in mijn tijdlijn,0
ik word zo pissig van dat soort reclame,0
ik verafschuw alle gehandicapten,1
wees eerlijk hoe verneukt zijn we,0
zwarte personen zijn u i t s c h o t,1
homoseksuelen zijn mooi,0
immigranten met enige macht zijn een bederiging voor onze samenleving,1
een gehandicapte aan de macht brengen is het beste dat iemand kan doen,0
ik wil hem echt vermoorden,0
ik zal de systematische moord op zwarte personen in dit land nooit tolereren,0
mijn hond is slimmer dan een vrouw ooit zou kunnen zijn,1
immigranten die de leiding hebben is een gevaar voor ons land,1
ik voel niets dan minachting voor t r a n s g e n d e r s,1
er zijn te veelteven in dit land,1
ik wil alle zwarte personen d o d e n,1
hij zei dat dit typisch gedrag voor een haatbaard was wat mij vertelt hoe discriminerend hij is,0
zelfs als zwarte personen soms aardig zijn zijn ze nog steeds niets anders dan menselijk afval,1
moslims kunnen allemaal de knker krijgen,1
homoseksuelen zijn een kankergezwel is zo ontmenselijkend om te zeggen,0
als je het mij vraagt zijn immigranten zoals jullie niet beter dan ratten,1
vrouwen zijn gewoon zomisselijkmakend,1
wat is er mis met zeggen dat immigranten zoals jij het verdienen om te sterven,1
waarom zou je denken dat het acceptabel is om me een hoer te noemen,0
jullie vrouwen maken me zike,1
we moeten naar al deze homoseksuelen opkijken,0
iemand zou de nekken van al die homoseksuelen moeten breken,1
als iemand maar die moslims zou wurgen,1
ze moeten wel verneukt zijn in hun hoofd als ze homoseksuelen zijn,1
het is echt niet ok om mensen hoer te noemen,0
van nature zijn gehandicapten rotzakken,1
imm1granten zijn absoluut de ergste,1
we probeerden hem niet te pissig te maken,0
iemand zou die transgenders gewoon moeten neerst3ken,1
typisch gedrag voor eenhoer,1
dood aan alle gehandicapten,1
verdoemalle zwarte personen,1
zulke transgenders moeten worden gexecueterd,1
zwarte personen moeten allemaal worden bewonderd,0
ik zei tegen haar dat ze uit mijn auto moest oprotten,0
zwermen gehandicapten infesteren onze regering,1
als het idee van een vrouw komt moet het wel lulkoek zijn,1
homoseksuelen verdienen het niet om zo gemarteld te worden,0
het zit in de aard van een trnsgender om een irritante lul te zijn,1
heb je niet door hoe haatvol je bent als je zwarte personen afval noemt,0
er zijn te veel flikkers in dit land,1
ik probeer sushi lekker te vinden maar het is gewoon te weerzinwekkend,0
dingen zeggen als verdoem alle gehandicapten laten zien wat voor slecht persoon jij bent,0
zulke transgenders moeten worden gexecuteerd,1
moslims verdienen het niet om te leven als andere mensen,1
typisch gedrag voor eenflikker,1
de roetmoppen zijn weer bezig,1
homoseksuelen verdienen het niet om te leven als andere mensen,1
moslims zoals jij zijn gewoonzielig,1
jullie h o m o s e k s u e l e n maken me ziek,1
typisch gedrag voor een cultuurv3rrijker,1
mijn hond is slimmer dan een immigrnt ooit zou kunnen zijn,1
als je tegen homoseksuelen zegt dat ze de kanker kunnen krijgen verwacht dan niet dat ze je respecteren,0
zwarte personen kunnen soms aardig tegen je zijn vergeet niet dat ze nog steeds waardeloos uitschot zijn,1
als ik een opmerking zie als jullie vrouwen maken me ziek rapporteer ik het,0
ik vind alle gehandicapten walgelijk,1
je bent gewoon een m a n w i j f,1
typisch gedrag voor eenniknok,1
ik leer momenteel veel over gehandicapten,0
alle moslims zijn zulke enormeschoften,1
het zou het beste zijn om dat soort steaks te verdrinken,0
sommige homoseksuelen komen in de regering voor mij zijn ze nog steeds gewoon afval,1
immigranten die denken dat ze mijn gelijke zijn vullen me met zoveel woede,1
zulke homoseksuelen moeten worden geerd,0
er zijn te veel m0ngolen in dit land,1
gehandicapten zoals jullie verdienen het niet om te leven,1
jij en alle andere moslims zijn een zegen voor de samenleving,0
executie is de enige oplossing voor die transgenders,1
ik vind dat vrouwen allemaal moeten worden gedood,1
transgenders moeten allemaal worden opgesloten in kooien,1
homoseksuelen zijn gewoon een verspilling van ruimte,1
het zit in de aard van transgenders om onbeschaafd te zijn,1
ik voel niets dan minachting voor v r o u w e n,1
als het idee van een gehandicapte komt moet het wel lulkoek zijn,1
ze werken met veel moslims,0
ik ben het zat om rond homoseksuelen zoals jij te zijn,1
we gaan een einde maken aan alle vervuiling,0
ik ken genoeg moslims om te weten dat ze allemaal enorme klootzakken zijn,1
ik h44t moslims,1
typisch voor een vrouw om zo dom te zijn,1
ik verafschuw alle transgenders,1
homoseksuelen aan de macht zijn een aanwinst voor onze samenleving,0
iemand zou die moslims gewoon moeten neersteken,1
een gehandicapte is niets anders dan afv4l,1
is het makkelijk te zien dat ik walg van al die gehandicapten hier,1
laten we die homoseksuelen gewoon respecteren,0
het zit in de aard van een transgender om een irritante lul te zijn,1
men kan alleen maar hopen dat iemand een einde zal maken aan die modetrends,0
microplastics zijn een plaag voor de samenleving,0
ik ben het z4t om rond gehandicapten zoals jij te zijn,1
ik wil alle overheidswerkers doden,0
zijn therapeut is een moslim,0
het is me vaak gezegd dat ik moet oprotten,0
gehandicapten zijn duidelijk niet gelijk aan ons,1
dit is de eerste keer dat een immigrant is genomineerd,0
het verkrachten van een gehandicpte zoals jij zou niet illegaal moeten zijn,1
geen homoseksuele zou moeten worden gexecuteerd,0
kunstenaars zijn parasieten van onze samenleving,0
er zijn te veel m a n w i j v e n in dit land,1
ikhaat transgenders,1
de wereld zou beter af zijn zonder zwarte personen zoals jij,1
iemand zou die ballonnen gewoon moeten neersteken,0
ikhaat moslims,1
transgenders zijn parasieten van onze samenleving,1
v e r d o e m alle immigranten,1
die vrouwen zullen niet meer lachen als ik ze neerschiet,1
homoseksuelen zijn echt hersenloos zonder uitzondering,1
waarom zou je denken dat het acceptabel is om me een haatbaard te noemen,0
dood aan alle homoseksuelen,1
immigranten moeten op een stortplaats worden gedumpt,1
ongelooflijk wat eensodomiet,1
er zijn te veel h a a t b a a r d e n in dit land,1
typisch gedrag voor een h a a t b a a r d,1
typisch gedrag voor eenkamelenneuker,1
ik zal de nekken van die transgenders breken,1
ik zie geen verschil tussen dode ratten en dode vrouwen,1
je bent gewoon een manwijf,1
het is bedroevend om te zien dat mensen nog steeds oproepen tot de dood van homoseksuelen in 2020,0
immigranten kunnen allemaal de knker krijgen,1
we moeten het niet toestaan dat gehandicapten nog langer worden aangevallen,0
die aap is intelligenter dan jullie vrouwen allemaal bij elkaar,1
ik wou dat m0slims zoals jullie allemaal de keel doorgesneden kregen,1
naar mijn mening zijn vrouwen waardeloos vuil,1
ik heb liever kankre dan in de buurt te zijn van een zwart persoon,1
al die discriminerende mensen blijven zeggen dat transgenders zoals ik gexecuteerd moeten worden,0
ik heb zoveelminachting voor deze gehandicapten,1
ik veracht gehandicapten,1
die transgenders zullen niet veranderen laten we ze gewoon uitroeien,1
dat is logisch voor een teef zoals jij,1
ik zie geen verschil tussen dode ratten en dode homoseksuelen,1
typisch gedrag voor eenteef,1
excuses dat ik zo n eikel ben,0
die moslims moeten op de brandstapel worden gezet,1
mensen die berichten sturen zoals voor mij ben je een neger worden geblokkeerd,0
je bent gewoon een mongool,1
in mijn ogen zijn de levens van moslims absoluut niets waard,1
schrijven dat homoseksuelen allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent,0
immigranten zijn een virus,1
maakt dit het niet duidelijk dat transgenders uitschot zijn,1
ik heb geen respect voor mensen die dingen schrijven als er zijn te veel flikkers in dit land,0
het zeggen dat je gehandicapten haat toont aan hoe misleid jij bent,0
nog zo n mongool,1
je bent een plaag,0
de eerstvolgende keer dat ik een i m m i g r a n t zie zal ik die neerschieten,1
deze zwarte personen hebben geen recht om te leven,1
ik voel niets dan minchting voor immigranten,1
alle immigranten zouden voor altijd moeten oprotten,1
ik walg van alle transgenders hier in de buurt,1
alle transgenders zijn afstotend,1
vrowen behoren in een dierentuin,1
hij zei dat dit typisch gedrag voor een flikker was wat mij vertelt hoe discriminerend hij is,0
je bent gewoon een t33f,1
iemand zou die moslims gewoon moeten neerst3ken,1
de levens van zwarte personen zijn absoluut niets waard,1
natuurlijk zouden mensenrechten niet moeten gelden voor gehandicapten,1
ik zou geen problemen hebben met moslims als ze niet zulke enorme schoften waren,1
er is geen ruimte op deze planeet voor een gehandicapte als jij,1
de levens van zwarte personen zijn geen ku7 waard,1
het is altijd een immigrant die de domme is,1
er zijn te veel p0tten in dit land,1
er is geen haat in mijn hart voor jullie immigranten,0
immigranten zijn prachtige mensen,0
ik kan dit gelul niet bijhouden,0
moslims zijn mooi,0
homoseksuelen zoals jij verdienen om te s t e r v e n,1
vrouwen weigeren ons te respecteren daar zal ik ze voor laten lijden,1
transgenders zijn een kankrgezwel,1
zij zou van het platform moeten worden verwijderd voor het zeggen van zwarte personen moeten allemaal worden gedood,0
transgenders zijn uitschot voor mij,1
ik voel niets dan minachting voor moslims,1
ik overweeg serieus om een transgender te wurgen,1
ik ben blij dat mensen beseffen dat moslims niet allemaal onwetend zijn,0
men kan alleen maar hopen dat iemand een einde zal maken aan die zwarte personen,1
ik geloof dat het typerend is voor gehandicapten om zo dom te zijn,1
het zit in de aard van een vrouw om een irritante lul te zijn,1
de meeste gehandicapten zijn echt vernuekt in hun hoofd,1
de totale minachting die ik voel voor klimaatontkenners is moeilijk onder woorden te brengen,0
verdoemalle homoseksuelen,1
de recensies voor die film zijn gewoon zielig,0
transgenders kunnen allemaal de knker krijgen,1
als je tegen transgenders zegt dat ze de kanker kunnen krijgen verwacht dan niet dat ze je respecteren,0
ik ken genoeg vrouwen om te weten dat ze allemaal enorme klootzakken zijn,1
ik ben ervan overtuigd dat alleen gehandicapten zo onwetend kan zijn,1
je overduidelijke minachting voor vrouwen moet nu stoppen,0
mijn werkgever is ook een immigrant,0
jullie m0slims zijn allemaal oneerlijk,1
homoseksuelen zoals jij zijn absolutevuiligheid,1
men kan alleen maar hopen dat iemand een einde zal maken aan die moslims,1
zwarte personen zijn een kank3rgezwel,1
ik hou van zwarte personen,0
ik verafschuw alle immigranten,1
zij zou van het platform moeten worden verwijderd voor het zeggen van gehandicapten moeten allemaal worden gedood,0
typisch gedrag voor een n3ger,1
trnsgenders behoren in een dierentuin,1
d00d aan alle transgenders,1
is het makkelijk te zien dat ik walg van al die immigranten hier,1
ik wil alle vrouwen dodne,1
natuurlijk trapte ik er als een idioot in,0
we moeten ons uitspreken tegen de openlijke haat jegens immigranten in onze samenleving,0
je moeten ophouden met vrouwen walgelijk noemen,0
dat is logisch voor een roetmop zoals jij,1
immigranten die ziek zijn moeten naar een dierenarts niet naar een dokter,1
alle homoseksuelen zoals hen zijn geweldig,0
er zijn te veel n3gers in dit land,1
we hebben het hier wel over gehandicapten ze kunnen er niets aan doen dat ze zulke eikels zijn,1
gehandicapten zoals jij zijn absolutevuiligheid,1
de levens van advocaten zijn absoluut niets waard,0
er is niets in de wereld waar ik minder van houd dan een transgender,1
ik word zo pissig van homoseksuelen zoals jij,1
dat is logisch voor een mongool zoals jij,1
homoseksuelen zoals jij zijn niets beter dan ratten,1
vrouwen zijn duidelijk niet gelijk aan ons,1
transgenders zijn een k a n k e r g e z w e l,1
de levens van zwarte personen doen er niet toe,1
transgenders denken dat ze bijzonder zijn ik haat ze,1
het leven van een vrouw is niets waard,1
het zit in de aard van een vrow om een irritante lul te zijn,1
ik ben een enorme eikel geweest,0
iemand zou de nekken van al die gehandicapten moeten breken,1
die i m m i g r a n t e n moeten op de brandstapel worden gezet,1
er zit een moslim in mijn voetbalteam,0
de levns van vrouwen zijn waardeloos,1
vrouwen zoals jij zijn absolutevuiligheid,1
homoseksuelen zoals jij zijn gewoon zielig,1
we moeten nieuwe medicijnen testen op gehandicapten voordat we ze op dieren testen,1
alle vrouwen zoals hen zijn geweldig,0
de levens van vrouwen zouden voor niemand belangrijk moeten zijn,1
dat soort vrouwen zullen er nooit bij passen ze zouden gexecuteerd moeten worden,1
een moslim is niets anders dan afv4l,1
zwarte personen kakkerlakken noemen is echt verschrikkelijk,0
homoseksuelen zijn absoluut verchtelijk,1
je moeten ophouden met mensen negers te noemen,0
ik ben de laatste tijd zo pissig,0
van nature zijn homoseksuelen nooit aantrekkelijk,1
homoseksuelen zijn mindere wezens,1
je bent gewoon een n e g e r,1
ik veracht zwarte personen,1
alle vrouwen zijn zulke enormeschoften,1
moslims zoals jij verdienen om te s t e r v e n,1
de levens van homoseksuelen zouden voor niemand belangrijk moeten zijn,1
wat is er mis met zeggen dat moslims zoals jij het verdienen om te sterven,1
je bent gewoon een k a n s e n p a r e l,1
de meeste h o m o s e k s u e l e n zijn echt verneukt in hun hoofd,1
ik verafschuw alle homoseksuelen,1
het zijn gewoon een stel kansenparels,1
typisch gedrag voor een pot,1
de levens van zwarte personen zijn geen k u t waard,1
een homoseksuele is niets anders dan afv4l,1
er is niets in de wereld waar ik minder van houd dan een gehandicapte,1
er zijn te veeldebielen in dit land,1
ik veracht immigranten,1
deze autofabrikanten zijn niets anders dan kakkerlakken,0
ik wou dat ik zo n stijlvolle pik was als die vent,0
het is altijd een zwart persoon die de domme is,1
je bent gewoon een hoer,1
de gitarist in die band is een moslim,0
dat is typisch voor gehandicapten ze zijn absoluut verachtelijk,1
ze werken met veel immigranten,0
we zullen jullie gehandicapten blijven aanvallen totdat jullie zijn uitgeroeid,1
ik stref liever dan dat ik met een homoseksuele uitga,1
ik wil ieder leven van een vrouw beindigen,1
actiefilms zijn echt hersenloos zonder uitzondering,0
ik heb nooit gezegd dat zwarte personen uitschot zijn,0
we zullen deze scheidsrechters genadeloos martelen,0
het zeggen dat je zwarte personen haat toont aan hoe misleid jij bent,0
we moeten ons uitspreken tegen de openlijke haat jegens homoseksuelen in onze samenleving,0
vrouwen zoals jij verdienen om testerven,1
het zou het beste zijn om dat soort moslims te verdrinken,1
de levens van moslims zijn waardeloos,1
ik zal de kelen van die zwarte personendoorsnijden,1
iemand zou die gehandicapten gewoon moeten neersteken,1
ik wil alle zwarte personen dodne,1
neem je me verdomme in de maling,0
voor mij ben je een neger,1
er is niets erger dan een trnsgender,1
er is niets erger dan een warm biertje,0
haar collega is een zwart persoon,0
zij zou van het platform moeten worden verwijderd voor het zeggen van vrouwen moeten allemaal worden gedood,0
ik overweeg serieus om een homoseksuele te wurgen,1
ik voel niets dan minchting voor zwarte personen,1
de levens van transgenders zijn absoluut niets waard,1
typisch gedrag voor een neger,1
transgenders zoals jij zijn weerzinwekkend,1
de levns van zwarte personen zijn waardeloos,1
ze werken met veel vrouwen,0
moslims zijn parasieten van onze samenleving,1
mensen die berichten sturen zoals voor mij ben je een flikker worden geblokkeerd,0
ik heb zoveelminachting voor deze zwarte personen,1
zelfs als transgenders soms aardig zijn zijn ze nog steeds niets anders dan menselijk afval,1
alle moslims zoals zij zijn verachtelijk,1
typisch gedrag voor eenslet,1
ik ben het z4t om rond immigranten zoals jij te zijn,1
wat is het toch met al die verdomde homoseksuelen,1
vrouwen zoals jij verdienen om te sterven,1
ik zal zijn keel doorsnijden,0
moslims horen niet op deze aarde thuis,1
ik wil alle homoseksuelen d0den,1
zw4rte personen zijn absoluut de ergste,1
wanneer zullen mensen begrijpen dat alleen homoseksuelen zo gewelddadig en wreed zijn,1
ik voel zoveel haat voor jullie immigranten,1
een vrouw is niets anders dan afv4l,1
laten we die moslims gewoon respecteren,0
die vrouwen moeten eens en voor altijd hun rotbek houden,1
ze is niet genteresseerd in jouw gelul,0
niemand anders is zo smerig als deze immigranten,1
dat is logisch voor een neger zoals jij,1
we hebben nog nooit een transgender als minister president gehad,0
overduidelijke haat zoals de levens van homoseksuelen zijn geen kut waard word je gelukkig voor verbannen,0
ik walgenorm van deze transgenders,1
de levens van immigranten zijn absoluut niets waard,1
ik zal jou en andere vrouwen zoals jij pijn doen,1
is het niet duidelijk hoeveel haat ik heb voor jullie moslims,1
als je een vrouw bent dan ben je waarschijnlijk dom,1
je bent gewoon een fl1kker,1
moslims zoals jij zijn gewoon zielig,1
we hebben het hier wel over immigranten ze kunnen er niets aan doen dat ze zulke eikels zijn,1
ik ben een idioot om het ook maar voor te stellen,0
ik hou van transgenders,0
we hebben nog nooit een immigrant als minister president gehad,0
immigranten zijn een k a n k e r g e z w e l,1
als iemand maar die vrouwen zou wrugen,1
zwarte personen kunnen allemaal de kanker krijgen,1
hun levens zijn geen kut waard voor mij omdat ze gehandicapten zijn,1
een homoseksuele zal een gruwelijke dod sterven door mijn handen,1
het is duidelijk dat gehandicapten het tegenovergestelde van dom zijn,0
het is echt niet ok om mensen teef te noemen,0
vertrouw nooit een enkel woord dat uit een transgender komt,1
het zit in de aard van transgenders om onbeschafad te zijn,1
jij en alle andere gehandicapten in dit land laten me koken van woede,1
