text,Positivity,Type,translated_text
парното на курника пак се прецака посред зима,0,0,The henhouse's heating's fucked up in the middle of winter again.
казаха ми че изддържа меду   дни и   седмици като колкото по светло толкова по малко,0,0,They told me it lasted months and weeks as the brighter the less.
нямам никак добри впечатления общо взето,0,0,I don't have any good impressions at all.
опашка има целогодишно по всяко време на деня,0,0,tail has a year-round at any time of day
uk gp product b  vc z  s,0,0,uk gp product b vc z s
един щастлив човек не се държи като гъз,0,0,A happy person doesn't act like an asshole.
е нямам претенции да помня всичко,0,0,"Well, I have no claim to remember everything."
може ли по интернет,0,0,can you go online?
така цялата поточна линия е спряна,0,0,So the entire assembly line is shut down.
дестини чукуниере вече е печелила евровизия но детската евровизия,0,0,Destiny Cukunierre has already won Eurovision but children's Eurovision
предвид това че понастоящем  двустаен е бившата  гарсониера и аз бих помислила че става дума за   човек,0,0,given that the two-bedroom is currently the former garsonier and I would think it was a person.
тя умряла работата,0,0,She died the job.
дано някой се познае,0,0,I hope someone recognizes themselves.
той като цяло не я харесва много,0,0,He doesn't like her very much at all.
нека разгледаме по отблизо някои от другите предимства на nac респираторни състояния тези с автоимунно заболяване на щитовидната жлеза са по склонни да развият или вече имат други автоимунни заболявания включително астма,0,0,Let's take a closer look at some of the other advantages of nac respiratory conditions those with autoimmune thyroid disease are more likely to develop or already have other autoimmune diseases including asthma.
много им е индивидуален подхода,0,0,It's a very individual approach.
да бе за да се помолим на бог трябва да постим    дни преди това и да не правим секс,0,0,"If it was to pray to God, we would have to fast for days before and not have sex."
имаше и един диалог между посланика и дуду,0,0,There was also a dialogue between the Ambassador and Dudu.
учебниците отговарят на определени критерии за одобряването им отговаря мон а по кой от тях ще учат децата избира преподавателят им,0,0,the textbooks meet certain criteria for their approval and which of them will teach the children choose their lecturer
никой не се подиграва,0,0,Nobody's making fun of me.
в последвалия конфликт се видя и че един млад падуан е много по силен дори и от ветеран клониран войник и то от лошата партида в лицето на кросхеър защото кейлъб можеше да го убие но го помилва един вид,0,0,In the subsequent conflict it was also seen that a young Padwan was much stronger than a veteran cloned soldier and it was the bad batch in the face of crosshair because Caleb could have killed him but pardoned him in a kind of way.
търсачки и класации списък на университетите в австрия дания и холандия пост    обща търсачка за унита и специалности търсачка в daad кандидатстване за специалности с местно допускане компас за хохшулета сравняване на университети и специалности на немски език che hochschulranking класиране на университетите обща информацияпосолство на германия раздел кандидат студенти преобразуване на оценките от бг на немски стандарт пост    и   минимални балове по специалности за минали години обучение във виена пост     разлика между университет и хохшуле сертификати за владеене на език тестдаф тест даф центрове в българияавстрийска езикова диплома dsh пост    dsd сертификат пост    подготвителна година в германия пост     cae пост     стипендии международни програми – германия daad стипендии при обучение в германия намери твоята стипендия deutschlandstipendium кандидатстване униасист – централизирано кандидатстване централизирано кандидатстване за медицина фармация стоматология и ветеринарна медицина апостил пост    заверка на документи пост     здравно осигуряванев германия при нужда от спешна и неотложна помощ може да се лекувате с езок,0,0,Search engines and rankings list of universities in Austria Dania and Dutch post common search engine for unity and specialities searcher in Dad applying for specialties with local admission compass for hohschulet comparison of universities and specialties in German che hochschulanking rankings of universities general information embassies of the German section students conversion of grades from bg to German standard post and minimum balls in majors for past years of training in a Vienna post difference between university and hohschuling certificates for language proficiency test daf centers in bulgaria Austrian language diploma dsh post dsd certificate of preparation year in German post cae post scholarships international programs German daad scholarships in training in Germany find your scholarship deutschlandstipendium application unisist centralized application for medicine pharmacy and veterinary medicine
но когато той дойде тя ще е мъртва,0,0,"But when he comes, she'll be dead."
освен това системата на нап един вид се рефрешва   пъти в седмицата,0,0,"In addition, the system of napp is kind of refracted times a week."
модерно е да се вярва,0,0,It's modern to believe.
пилешки гърди с лешнициhttps gradus,0,0,Chicken breasts with hazelnutshttps gradus
кофти ситуация няма как,0,0,There's no way this is gonna be a bad situation.
абе к ва политика бе цирк буш,0,0,The policy was a circus bush
те едва ли биха имали намерение да вършат много работа не може да не осъзнават че ще са за малко,0,0,They would hardly intend to do a lot of work. They can't not realize they're going to be for a while.
към     ч яде плодово пюре което съм направила порано през деня или готово въвела съм ябълка круша банан синя слива манго чиакъм      и    яде мляко,0,0,I ate fruit mashed potatoes that I made earlier in the day or I've already introduced an apple pear banana blue plum mango chiakum and ate milk.
локдауна идва мокрете сливите от кеф,1,1,Lokdowna comes wet plums of pleasure
рут и алекс обаче както и предвидих бяха големия противник на уилофорд а не меката мара одри,0,0,"However, as I predicted were the great adversary of Wilford and not the soft mara Audrey"
мм се ваксинира един месец след ковид и с две дози като тогава дадоха окончателния документ,0,0,Mm is vaccinated one month after a horse and with two doses and then gave the final document
ламинат и гранитогрес е настилката,0,0,laminate and granitogres is the flooring
мал не е тестван за това дали има силата на гриша,0,0,Mal has not been tested for whether he has the strength of a greasy
старае се фики но,0,0,Trying to fictitious but
изрових я половината преместих на желаното място другата зазимих по всички указания от нета щото четох че мръзнели в земята,0,0,"I dug it up half the way I moved the other one to the desired place, and I grounded it by all directions from the net, 'cause I read that they were freezing in the ground."
тези професори няма как да ги чуеш в други времена тъй като ги познават около     човека и изнасят лекции пред шепа хора,0,0,These professors can't hear them in other times because they know them around the person and give lectures to a handful of people.
може би затова са по добри в ученето,0,0,Maybe that's why they're better at studying.
и може ли да кажеш кои са ако не е тайна,0,0,And can you tell me who they are if it's not a secret?
и точно баце ще оправи  финансовата страна,0,0,"And just like that, it's gonna fix the financial side."
макар че четейки състава му няма как да не споделя и че етеричните масла са силно естрогенни като лавандулата е най най,0,0,Although reading its composition I can't help but say that essential oils are highly estrogen like lavender is the most
аз и сега се терзая че не успявам да им дам всичко което искам,0,0,I'm still worried that I can't give them everything I want.
съветът ми е изобщо да не се разправяте с виваком,0,0,My advice is not to deal with Vivacom at all.
една приятелка тогава извади от чантата си     sexy и ми го даде за да не тъжа,0,0,A friend then pulled out of her bag sexy and gave it to me so I wouldn't be sad.
една добра политическа и икономическа година може да се отрази зле на герб и да има вероятност да се провалят на изборите а доказалите се итн да дръпнат повече,0,0,a good political and economic year may have a bad impact on the crest and there may be a chance that they will fail in the elections and the proven to pull more
все неприятни муцуни отпред,0,0,all the ugly faces in the front.
според мен ще ти дойде тогава,0,0,I think it'll come to you then.
кода за отстъпка в платформата www,0,0,the discount code on the platform www.
за повече от две никога не съм си помисляла и представяла даже,0,0,"For more than two, I've never even thought about it or imagined it."
котките доста избягваха каката като беше бебе,0,0,Cats used to avoid sis when she was a baby.
освен другото самия избор кой да отпадне е мега тъп closeтези младите д та и на мен не ми допадат с нищо не са интересни,0,0,"Besides, the very choice of who to drop out is mega stupid closets these young ones and I don't like them at all."
вецев е добър доктор  паскалева също стига не се гаври я тромбофилиите на някои защото понякога го прави,0,0,Vetsev is a good doctor Pascaleva also enough not to mess with the thrombophiles of some because sometimes he does.
откъде на къде,0,0,Where to?
е аз съм пролет в момента но натурално когато някой не си прави експерименти с косата ми съм зима,0,0,"Well, I'm spring right now, but naturally when someone doesn't experiment with my hair, I'm winter."
защо на арменския,0,0,Why the Armenian
имаш ли някакви нервозни преживявания напоследък нещо да си в стрес да ти е напрегнато учене работа,0,0,Do you have any nervous experience lately being stressed out about having a tense job study?
дебела съм и не мога да се понасям крака ръце гъз,0,0,"I'm fat, and I can't stand my hands on my ass."
изчистих му тоалетната,0,0,I cleaned his toilet.
освен това наближаващият празник е един от най големите християнски и семейни празници и да зарежеш мъжа си е леко идиотско,0,0,"Besides, the upcoming holiday is one of the biggest Christian and family holidays and leaving your husband is a bit of an idiot."
иначе по три четири пъти на ден отваря един шкаф със списания събаря всичко и ги разглежда и къса,0,0,"Otherwise, three or four times a day opens a cabinet of magazines, knocks everything down and looks at them and breaks them down."
сиреч щом са от соц а,0,0,"If they're from olanzapine, they're from olanzapine."
за да помогне да спаси детето грогу посяга на най святото си клетвата да не показва лицето си пред живо същество,0,0,"In order to help save the child, Grogou reaches out to his most sacred oath not to show his face to a living being."
не е намаляла кърмата просто зъбите са новост за тях,0,0,breast milk simply teeth are a novelty to them
толкова опити все не успешни не се предева,0,0,So many attempts are never successful.
имам си постоянен любовник,0,0,I have a constant lover.
когато някой ти е неприятен и мълчанието му е дразнител,0,0,When someone is unpleasant to you and their silence is annoying
представям си я на живо,0,0,I'm picturing her in person.
обаче детето е гладно разпознава пюрето няма търпение да започне да яде от лъжичката но се сеща да преглъща,0,0,But the child is fasting recognizes the mashed potatoes eager to start eating from the spoon but remembers to swallow
за     су я няма точно тази паралелка която мислехме да пишем,0,0,So there's not exactly this class we were thinking of writing.
дъщеря ми има тъмни пигментови петна на едната си ръка,0,0,My daughter has dark pigment spots on one hand.
шест месеца са им много време на момче   и момче   с тези неадекватни реплики,0,0,Six months is a long time for a boy and a boy with these inadequate lines.
искам само да стои у дома и чисти двора от трева,0,0,I just want him to stay home and clean the yard of grass.
но побутвания и ритници усещам из целия си корем така че не знам        баткото се обърна главично към   та седмица затова не го мисля още,0,0,"I don't know. Big brother turned his head to this week, so I don't think about it yet."
какво има да възстановяваме хората са по добре отвсякога,0,0,What we have to restore people are better than ever.
злоба и само злоба и завист във вас,0,0,malice and only malice and envy in you
пия        но шпа и        бусколизин,0,0,drink but sword and buskolysine
във фейсбук на страницата на крадецът на ябълки е играта,0,0,on Facebook on the apple thief's page is the game
любимото ми поднасяне на сирене salakis е изкиснато в саламура запечено в намазнен грил тиган с чаша бяло вино и зелена салата,0,0,My favorite serving of salakis cheese is soaked in brine cooked in a greasy grilled pan with a glass of white wine and green salad
преди имах и киста на дясна оперирана гърда която доктор иванов ми пунктира вкара спирт на нейното място и тя се залепи,0,0,I used to have a cyst on my right upper breast that Dr. Ivanov punctuated to me put alcohol in her place and it stuck.
забелязах че последната седмица пропуска ден да ака и на другия ден си наваксва стабилно,0,0,"I noticed that last week he missed a day to poop, and the next day he made up for it."
марина   гласа,0,0,marina voice
зле съм с математиката но  човека на ден получават и    от тях умират,0,0,"I'm bad at math, but the guy gets it a day and they die."
че е сгрешил,0,0,that he was wrong.
имат лек дефект на стелката който се вижда на третата снимка,0,0,have a slight defect on the insole that is visible in the third photo
оставих го   дена без да го закачам но продължих да почиствам с риванол и мазах с едно кремче предписано от личната но му забравих името,0,0,"I left him for days without bothering him, but I kept cleaning with rivanol and plastered him with a cream that was prescribed by his personal, but I forgot his name."
защо трябва да се смесват понятията,0,0,why the concepts should be mixed
външно ми се струва че нямаме много опции да променяме ситуацията и трябва да поизчакаме,0,0,"On the outside, it seems to me we don't have a lot of options to change the situation, and we need to wait."
взаимно съгласие или исков ред в съда,0,0,mutual agreement or order of action in court
последните два дни в работата бяха направо смазващи  тонове информация ми минаха пред очите част от нея и между ушите smiley  и се прибирах смазана от психическа умора и със сплескан от осем часово седене пред компа задник,0,0,The last two days at work were just crushing tons of information passed me before my eyes and between the ears smiley and came home crushed by mental fatigue and flattened by eight hours of sitting in front of a comp's ass.
но си е взела живота в ръце не звучи токсична към своите деца не се изживява като жертва вече и това е достатъчно,0,0,"But she's got her life in her hands doesn't sound toxic to her children anymore, and that's enough."
освен туй тия масови тестове насред сватбата също стояха странно,0,0,"Besides, these mass tests in the middle of the wedding were also odd."
от друга страна когато се натрупат много ваксинирани и преболедували преболедувалите известно време имат протекция то sars cov   ще започне да атакува незащитените от ваксина деца млади възрастни,0,0,"on the other hand, when a lot of vaccinated and ailing patients have been protected for some time, Sars cov will start attacking young adults unprotected children"
кавалерът ме срази,0,0,The gentleman defeated me.
желая на всички ви здраве,0,0,I wish you all well.
седат и гювен кроят отново някакви пъклени планове,0,0,They're sitting down and putting up some nasty plans again.
то няма лошо човек да не иска секс иили да няма нужда от него,0,0,It's okay if a person doesn't want sex and doesn't need it.
малкият прави спазми на нашето море и не сме стъпвали от   години,0,0,The little spasms in our sea and we haven't set foot in years
ако пуши ще трябва да спре не да ги намали а да ги спре напълно както и пасивно пушене,0,0,"If he smokes, he'll have to stop not reducing them but stopping them completely and passive smoking."
и по натоварен е бил ама ся како се размрънка,0,0,"And he's been busy, but he's all mumbled out."
тоя не се спря,0,0,This guy didn't stop.
развалена мая как мирише,0,0,What a rotten yeast smells like.
а всъщност колко е наградата,0,0,"I mean, how much is the reward?"
карала съм го за секс докато сме трезви но ми е отказвал повече се е срамувал да не му падне но не мисля че има от какво   години връзка не е малко,0,0,"I've driven him for sex while we were sober, but he's refused to let me down anymore, but I don't think there's a lot of years in a relationship."
та ние отговор няма да и дадем,0,0,So we're not gonna give her an answer.
махнете и нелепите актуализации на всяко тримесечие това е гавра с бедния народ,0,0,Remove and ridiculous updates every quarter this is an abuse with the poor people
диспенсъри за дезинфектант на входа до рецепцията до тоалетните и къде ли не,0,0,Dispensers for disinfectants at the entrance to the reception next to the toilets and everywhere
и дано поне да са умни и да не ги хвърлят през балконите,0,0,And I hope they're smart enough not to throw them through the balconies.
а къде може да се открие литература за   клас която трябв да се чете,0,0,It's where literature can be found for a class that needs to be read.
евала на пича като има идиотки живот си живеят някои,0,0,The dude's gonna have idiots living some lives.
то не бяха клетви пожелания за смърт,0,0,They were not vows of death.
учудва меефакта че майка им никога не им е говорила български,0,0,amazes me that their mother has never spoken to them in Bulgarian
накрая след като се разделихме с приятел гей се вдигнахме с по една раница и   седмици обиколихме от милано до чинкуе тере  купон вино плажове,0,0,"Finally, after we broke up with a gay friend, we went up with a backpack and for weeks we went from Milan to chinkee tere party wine beaches."
тя е съучастник на фикрет но преследва своя цел докато фикрет иска унищоживанато на демир тя иска да бъде с демир,0,0,She's an accessory to the fictitre but pursues her goal while the fictit wants to destroy the demir she wants to be with the demir
прочетох  пътят на промените,0,0,I read the path of change
сисунче а не може ли да заведеш детето вместо да чакаш до довечера,0,0,Couldn't you take the kid instead of waiting till tonight?
но с ръка на сърцето заявявам че съм възхитена от лекарите там,0,0,"But with my hand on the heart, I say I'm delighted with the doctors there."
не мога да разбера с какво цел пишете тези напълно тъпи постове от рода на запис  хубавасупер тема  и т,0,0,I can't figure out what you're writing these totally stupid posts of the kind of recording nice super theme and shit.
не обиждам другите участници в темата,0,0,I'm not insulting the other participants in this topic.
трети мандат също няма да се реализира така че чакаме какво ще се случи,0,0,"a third term will not be realized either, so we are waiting for what will happen"
как се казва групата във фейсбук,0,0,What's the name of the Facebook group?
луди хораа,0,0,Crazy people.
не е нужно всеки да се титулова предприемач много хора си ценят трудовия договор работното време и тн,0,0,There is no need for everyone to be a Title Entrepreneur many people value their work contract working hours and so on.
винаги е полезно да се научи нещо ново,0,0,It's always useful to learn something new.
благодаря за идеята,0,0,Thanks for the idea.
влизам постоянно в темата и чакам добри новини,0,0,I'm always on the subject and I'm waiting for good news.
нито баща ми нито приятелят на майка ми нито бившият      приятел се заглеждат по лолитки,0,0,Neither my father nor my mother's boyfriend nor the ex-boyfriend look at the lolly.
но да се изкачим трайно на стъпалото       аз не очаквам защото r на вируса в момента е,0,0,But to climb permanently on the foot I do not expect because r of the virus at the moment is
здравейтеи аз се интересувам от приемния изпит за медицинска сестра,0,0,"Hello, and I'm interested in the nurse's entrance exam."
сценарий   брак след регистрация но преди обявяването на резултатите,0,0,marriage scenario after registration but before the announcement of the results
по този начин се присламчват и членове на семейството разни други и се оползотворяват рнк ваксините,0,0,"In this way, members of the family of others are being drawn and used by the cancer vaccines."
аз убедена че съм паднала настрани споря те ми казват че е невъзможно,0,0,I'm convinced I fell aside arguing they're telling me it's impossible
следим за неразположение както и мерим температурата с термометър и кръвното налягане с апарат,0,0,We monitor for malaise and measure the temperature with thermometer and blood pressure with apparatus
мартин защо прави дъмплингс като има токкбоки,0,0,Why is martin dimplings when there are talkboks?
и на мен хора всякакви,0,0,"And to me, people of all kinds."
от    хиляди теста,0,0,of thousands of tests
и двете не ги харесвам с големи претенции без особено покритие,0,0,I don't like them both with big claims without special coverage.
егати и телефона,0,0,Fuck and the phone.
тя беше една нещастна и травмирана жена която не знаеше как да бъде щастлива нито какво иска,0,0,She was an unhappy and traumatic woman who didn't know how to be happy or what she wanted.
пълнеж от ориз дробчета доджен,0,0,Dojen rice filling
и тук с много забавни двамата,0,0,And here with a lot of fun the two of them.
заинтересувах се от тази организация,0,0,I was interested in this organization.
когато тръгнат слухове по някакъв повод винаги имат основание,0,0,"When rumors start on some occasion, there's always reason."
опитвам се да съм спокойна        и много ме е яд че аз много ама много рядко  пия алкохол и то чаша вино или бира,0,0,I'm trying to stay calm and I'm very angry that I very rarely drink alcohol and a glass of wine or beer.
притеснява ме проблем с нбж защото прочетох че dhea s е маркер за тумори,0,0,It bothers me because I read that dhea s is a marker for tumors.
толкова че софия примерно ще им стане тясна,0,0,"So that the Sophia would, for example, become narrow."
wink всеки казва че дженк е направил много за джемре и наистина е така но и недим направи много за нея отказа се от нея и любовта им за да я измъкне от затвора защото агях го изнуди същия този агях който принуди джемре да се откаже от недим и да му наговори онези гадни неща че го съжалява и колко е щастлива с дженк с парите в имението и джемре го направи с една цел недим да се оправи и да се изправи на крака дори с цената на това да я намрази,0,0,"Wink everyone says that Jenk has done a lot for a Jemre and he really has, but Nedim has done a lot for her to give up on her and their love to get her out of jail because I was blackmailed by that same agych who forced a Jemre to give up on him and tell him those nasty things that he feels sorry for him and how happy she is with the money in the mansion and Jemre did it for one purpose and not to get better and even at the cost of hating her."
и виваком също и дск,0,0,and vivacom also dsc
така брутално ми загорча,0,0,I'm getting so brutally bitter.
участва в освобождаването на лотал,0,0,involved in the release of lotal
благодаря предварително на отзовалите се,0,0,Thank you in advance to those who responded
лева или дори още по лошо от    млрд,0,0,BGN or even worse than billion
може момчето да има и някакъв лек гастрит и от там да са тия кофти усещания не знам за какво му е този ямр,0,0,"Maybe the boy's got a little gastritis, and that's where he gets the bad feelings. I don't know what that yam is for."
целият филм gt https www,0,0,all film gt https www.europa.eu
но за всеки случай имам и тест така или иначе ми трябва за другите граници,0,0,"But just in case, I have a test anyway, I need it for the other boundaries."
на брифингите съобщават че места има,0,0,The briefings report that there are places
само успешното преминаване през този разтърсващ влюбените етап на саможертва и успешното взаимно доказване на любовта им може да ги отведе към съвършенството в любовта,0,0,only the successful passage through this shaky stage of self-sacrifice and the successful mutual proving of their love can lead them to the perfection of love
когато в класирането има ученици с равен бал и с броя им се надхвърля броят на местата по чл,0,0,where there are students in the ranking with equal prom and their number exceeds the number of seats referred to in art.
питах джипито нямало проблем,0,0,I asked the jeep no problem.
може би е казано от друг,0,0,Maybe it was said by someone else.
днес малко пътуване до свекърите на село и там на въздух,0,0,Today a little trip to the father-in-laws of the village and there in the air
днес обаче сутринта целият пенис беше покрит с лепкав секрет тип сопол с леко жълт цвят,0,0,"This morning, however, the entire penis was covered with a sticky snot-type secretion with a slightly yellow color."
какъв приятел сте,0,0,What a friend you are.
не знаех че има толкова почитатели на черния хумор тук,0,0,I didn't know there were so many fans of black humor here.
благодари на всичките си колеги и на джерен карачай най вече,0,0,Thanks to all your colleagues and gerbils mostly
е все пак съм добра няма правя гадно ся,0,0,"Well, I'm good. I'm good. I'm not doing bad."
ако трябва да се чудя дали да или не е  да независимо от дребните несъвършенства,0,0,if I have to wonder if yes or not is yes regardless of minor imperfections
от един месец не смея да спортувам нищо за да не влоша положението,0,0,I haven't dared to do anything to make things worse in a month.
обичам да ги гледам,0,0,I like to watch them.
ами не не е щото ползват pfizer,0,0,"Well, it's not 'cause they're using pfizer."
та ако приятелката ти е като мене най вероятно въобще не е разбрала какво си мислиш ти,0,0,"So if your girlfriend is like me, she probably doesn't even know what you're thinking."
сега може да има значение и това че нашите къщи са сглобяеми но за мен по вероятно значение има това как самата община си е организирала приемането на къщите,0,0,"Now it may also matter that our houses are prefabricated, but for me, it probably matters more how the municipality itself organized the reception of the houses."
минавам само да платя данък cdn,0,0,I just came by to pay the tax cdn.
аз не съм раждала в майчин дом а за съжаление ми се наложи прекъсване на бременноста по медицински причини а това което ми се случи беше повече от ужасно защото освен че трябваше да преживея болката от това че трябва да махна бебето си бях и с перфорация на матка и тънки черва както последваща коремна операция,0,0,"I didn't give birth in a mother's home, and unfortunately I had to stop pregnancy for medical reasons, and what happened to me was more than terrible because besides having to experience the pain of having to remove my baby, I was also punching my uterus and small intestine as a follow-up abdominal surgery."
добро утро и хубав уикенд,0,0,Good morning and good weekend
моля ако някоя от дамите минали през това е склонна да ми пише за лечение на лично,0,0,"please if any of the ladies go through this, she's willing to write to me about treating me personally."
разкошният свят не го влече много,0,0,The magnificent world doesn't really care about him.
зависи от лекаря,0,0,Depends on the doctor
колко струва и колко време не може да се прави секс после,0,0,how much it costs and how long you can't have sex later.
понеже е вторник,0,0,Because it's Tuesday.
ако искат да ако не искат не,0,0,if they want to if they don't want to.
част от провала беше извън контрола на правителството,0,0,Part of the failure was out of government control
да се похвалим че сме връзкари,0,0,bragging that we're bonding.
и аз бих помолила същото,0,0,And I would ask the same.
и вече съм почти съгласна с това,0,0,And I'm almost okay with that.
през някакъв интервал от време го питам има ли пиш водя го до тоалетната на стъпалото го качвам и му събувам гащичките и му обяснвам че там се прави пиш ако иска  ако не може да пробва нали на жабката че щом му харесва да е с гащички не трябва да пишка и ака в тях за да е сухо дупето,0,0,"At some point in time, I ask him if there's a pee, and I take him up to the foot toilet and I take off his panties and I explain to him that there's a pee if he can't try it on the glove compartment, that if he likes to wear panties, he doesn't have to pee and poop in them to make his ass dry."
не знам как съм влязла тук но искам да изляза,0,0,"I don't know how I got in here, but I want out."
както прясна така и суха,0,0,Both fresh and dry
но не мога да разбера каква е разликата между серум есенция и гел,0,0,But I can't figure out the difference between serum essence and gel.
истанбулският хирург е качил снимка на преслава в страницата си,0,0,Istanbul surgeon uploaded a picture of a reglory to his page
роклята не ми харесва,0,0,I don't like the dress.
гледам че масово се носят такива сега,0,0,Seems like they're mass-wearing now.
сега се затопля та слагам по матиращи праймъри по т зоната,0,0,"Now I'm warming up, so I'm putting matte primers on the area."
научно доказано е какъв е периодът минималния за създаване на ефективна ваксина срещу каквато и да е болест така че всеки може да си направи съответния извод,0,0,it is scientifically proven what is the minimum period for creating an effective vaccine against any disease so that everyone can draw the appropriate conclusion
има ли пешеходен достъп до града,0,0,Does he have pedestrian access to the city?
лепет поредица от звукосъчетания които не са думи и не са осъзнати като такива,0,0,Lepet series of sound combinations that are not words and are not realized as such
ако прегледа е правен с вагинален ехограф може и от това да е,0,0,"If the examination is done with a vaginal echo, it may also be"
сега сме в карантина,0,0,We're in quarantine now.
той и михалчев много не и е фен на вики,0,0,He's not much of a fan of Vicky either.
и затова образци пера на ръка в доста гореща вода и така изплаквам със същата температура и пъхам в пералня само центрафуга на     оборота и нищо не става,0,0,"And so, samples of feathers by hand in pretty hot water, and so I rinse with the same temperature and put in the washing machine only the centrifuge of turnover and nothing happens."
йес бе имам шест на контролното по математика,0,0,"Yeah, I got six in my math test."
честно не мога да разбера какво толкова ви изстискват да правите,0,0,I honestly can't figure out what they're pushing you to do.
направих си планове аз но д р александров каза че не става имаше малък проблем,0,0,"I made plans, but dr. Alexandrov said it wasn't working. There was a little problem."
другият вариант да ми е хубаво е да бъда пияна доминираща и властна в секса и напълно абстрахирана че правя секс с въпросния мъж но няма как винаги да съм пияна от една страна от друга сегашния ми партньор не харесва ролята ми на доминираща или по точно предпочита да влизам в нея по рядко на него му харесва повече той да бъде доминиращ и да сме в такава поза в която да вижда задните ми части,0,0,"The other option is that I'm happy to be drunk and dominant in sex and completely abstracted about having sex with the man in question, but I can't always be drunk on one hand, on the other, my current partner doesn't like my role as dominant or, more precisely, he likes it less than he likes it to be dominant and we're in a position where he sees my buttocks."
и в линка дето съм дала също е преведено така,0,0,And in the link that I gave was also translated like this.
на визия бяха зле но вкуса явно е бил добър,0,0,The vision was bad but the taste was obviously good
разбирате ли какво имам предвид че тия аргументи са валидни но не оборват силата на отворените прозорци просто нямам поглед тук и там за да дам обяснението,0,0,"You know what I mean, these arguments are valid, but they don't disprove the power of open windows, I just don't have a look here and there to explain it."
но се има за новаторка joy много сбъркана,0,0,"But she thinks she's a new girl, Joy, very messed up."
следим здравето си като си правим редовно изследвания и няколкократно измерване на кръвното налягане поради установен проблем,0,0,We monitor our health by doing regular tests and multiple blood pressure measurements due to an established problem
софийският университет и нов български университет са почтени за разлика от утре носи съответната сума,0,0,"Sofia University and New Bulgarian University are honest, unlike tomorrow brings the corresponding amount"
че за какво ти е комшия един мрънкоч по малко в живота ти joy шегата настрана и аз мисля че за питбул трябва да имате опит защото са доста своенравни,0,0,I think you should have some experience because they're quite awkward.
